,WCURCIR
2008-05-14,815.675
2008-05-21,817.662
2008-05-28,823.164
2008-06-04,823.314
2008-06-11,822.641
2008-06-18,822.576
2008-06-25,822.777
2008-07-02,826.574
2008-07-09,832.895
2008-07-16,829.905
2008-07-23,829.799
2008-07-30,830.559
2008-08-06,831.496
2008-08-13,831.085
2008-08-20,830.017
2008-08-27,829.456
2008-09-03,835.191
2008-09-10,834.477
2008-09-17,832.301
2008-09-24,833.801
2008-10-01,836.296
2008-10-08,844.419
2008-10-15,853.143
2008-10-22,854.418
2008-10-29,857.335
2008-11-05,860.696
2008-11-12,864.113
2008-11-19,864.583
2008-11-26,866.906
2008-12-03,872.413
2008-12-10,871.816
2008-12-17,875.146
2008-12-24,881.292
2008-12-31,888.75
2009-01-07,889.417
2009-01-14,883.327
2009-01-21,884.889
2009-01-28,887.103
2009-02-04,888.913
2009-02-11,893.002
2009-02-18,897.625
2009-02-25,897.082
2009-03-04,898.492
2009-03-11,900.728
2009-03-18,901.764
2009-03-25,902.024
2009-04-01,902.604
2009-04-08,904.634
2009-04-15,904.823
2009-04-22,903.293
2009-04-29,901.704
2009-05-06,903.838
2009-05-13,904.791
2009-05-20,904.769
2009-05-27,908.66
2009-06-03,908.798
2009-06-10,907.565
2009-06-17,907.334
2009-06-24,906.606
2009-07-01,907.936
2009-07-08,911.99
2009-07-15,910.477
2009-07-22,908.744
2009-07-29,908.651
2009-08-05,910.601
2009-08-12,911.621
2009-08-19,910.923
2009-08-26,909.952
2009-09-02,910.448
2009-09-09,915.919
2009-09-16,914.437
2009-09-23,912.065
2009-09-30,911.978
2009-10-07,914.279
2009-10-14,917.672
2009-10-21,915.56
2009-10-28,913.756
2009-11-04,915.075
2009-11-11,918.649
2009-11-18,919.305
2009-11-25,919.937
2009-12-02,922.935
2009-12-09,921.284
2009-12-16,922.711
2009-12-23,925.105
2009-12-30,929.539
2010-01-06,927.264
2010-01-13,920.466
2010-01-20,919.287
2010-01-27,917.922
2010-02-03,919.398
2010-02-10,925.959
2010-02-17,931.839
2010-02-24,931.643
2010-03-03,931.867
2010-03-10,932.723
2010-03-17,932.781
2010-03-24,932.613
2010-03-31,932.692
2010-04-07,935.618
2010-04-14,935.636
2010-04-21,934.684
2010-04-28,934.278
2010-05-05,936.266
2010-05-12,937.893
2010-05-19,937.818
2010-05-26,937.92
2010-06-02,943.219
2010-06-09,942.478
2010-06-16,940.334
2010-06-23,939.372
2010-06-30,941.41
2010-07-07,947.853
2010-07-14,945.885
2010-07-21,943.03
2010-07-28,942.291
2010-08-04,944.717
2010-08-11,946.412
2010-08-18,946.929
2010-08-25,946.292
2010-09-01,947.518
2010-09-08,953.865
2010-09-15,952.245
2010-09-22,951.101
2010-09-29,951.923
2010-10-06,956.221
2010-10-13,962.104
2010-10-20,961.768
2010-10-27,961.383
2010-11-03,964.759
2010-11-10,970.964
2010-11-17,973.534
2010-11-24,974.304
2010-12-01,978.037
2010-12-08,976.357
2010-12-15,978.416
2010-12-22,980.47
2010-12-29,983.671
2011-01-05,982.717
2011-01-12,978.279
2011-01-19,978.575
2011-01-26,976.079
2011-02-02,977.725
2011-02-09,986.142
2011-02-16,989.053
2011-02-23,995.43
2011-03-02,997.114
2011-03-09,999.303
2011-03-16,1001.011
2011-03-23,1002.674
2011-03-30,1003.372
2011-04-06,1006.31
2011-04-13,1009.404
2011-04-20,1010.508
2011-04-27,1011.242
2011-05-04,1014.589
2011-05-11,1017.031
2011-05-18,1017.28
2011-05-25,1017.758
2011-06-01,1023.953
2011-06-08,1024.171
2011-06-15,1022.901
2011-06-22,1022.653
2011-06-29,1023.955
2011-07-06,1031.28
2011-07-13,1030.194
2011-07-20,1028.324
2011-07-27,1028.483
2011-08-03,1031.763
2011-08-10,1033.464
2011-08-17,1033.456
2011-08-24,1032.483
2011-08-31,1034.036
2011-09-07,1041.871
2011-09-14,1040.635
2011-09-21,1036.718
2011-09-28,1035.726
2011-10-05,1038.913
2011-10-12,1044.961
2011-10-19,1042.797
2011-10-26,1041.846
2011-11-02,1045.321
2011-11-09,1052.141
2011-11-16,1057.608
2011-11-23,1058.821
2011-11-30,1062.262
2011-12-07,1061.252
2011-12-14,1064.333
2011-12-21,1066.449
2011-12-28,1073.589
2012-01-04,1075.477
2012-01-11,1069.897
2012-01-18,1067.899
2012-01-25,1065.49
2012-02-01,1067.282
2012-02-08,1074.01
2012-02-15,1081.631
2012-02-22,1088.913
2012-02-29,1089.149
2012-03-07,1092.69
2012-03-14,1095.234
2012-03-21,1096.169
2012-03-28,1096.572
2012-04-04,1099.477
2012-04-11,1100.956
2012-04-18,1100.186
2012-04-25,1099.292
2012-05-02,1100.534
2012-05-09,1102.55
2012-05-16,1103.266
2012-05-23,1103.47
2012-05-30,1108.523
2012-06-06,1109.299
2012-06-13,1108.629
2012-06-20,1108.141
2012-06-27,1108.112
2012-07-04,1113.922
2012-07-11,1117.112
2012-07-18,1113.068
2012-07-25,1110.921
2012-08-01,1112.003
2012-08-08,1115.259
2012-08-15,1116.427
2012-08-22,1116.58
2012-08-29,1119.062
2012-09-05,1127.798
2012-09-12,1126.69
2012-09-19,1125.061
2012-09-26,1126.006
2012-10-03,1129.89
2012-10-10,1136.541
2012-10-17,1135.575
2012-10-24,1134.332
2012-10-31,1136.775
2012-11-07,1144.458
2012-11-14,1148.62
2012-11-21,1149.782
2012-11-28,1153.218
2012-12-05,1151.783
2012-12-12,1154.747
2012-12-19,1156.708
2012-12-26,1163.543
2013-01-02,1168.897
2013-01-09,1164.372
2013-01-16,1156.28
2013-01-23,1156.041
2013-01-30,1154.822
2013-02-06,1157.63
2013-02-13,1162.433
2013-02-20,1168.856
2013-02-27,1169.419
2013-03-06,1172.647
2013-03-13,1174.977
2013-03-20,1174.844
2013-03-27,1174.947
2013-04-03,1177.787
2013-04-10,1178.621
2013-04-17,1178.446
2013-04-24,1178.83
2013-05-01,1180.396
2013-05-08,1183.568
2013-05-15,1184.641
2013-05-22,1185.799
2013-05-29,1190.725
2013-06-05,1190.693
2013-06-12,1189.05
2013-06-19,1188.497
2013-06-26,1190.533
2013-07-03,1196.132
2013-07-10,1201.072
2013-07-17,1196.418
2013-07-24,1194.269
2013-07-31,1195.013
2013-08-07,1198.243
2013-08-14,1198.608
2013-08-21,1198.398
2013-08-28,1199.944
2013-09-04,1208.228
2013-09-11,1207.511
2013-09-18,1205.073
2013-09-25,1204.498
2013-10-02,1207.268
2013-10-09,1210.637
2013-10-16,1216.184
2013-10-23,1215.786
2013-10-30,1217.249
2013-11-06,1218.889
2013-11-13,1222.088
2013-11-20,1220.228
2013-11-27,1222.173
2013-12-04,1228.027
2013-12-11,1227.549
2013-12-18,1229.71
2013-12-25,1235.858
2014-01-01,1240.461
2014-01-08,1237.415
2014-01-15,1229.185
2014-01-22,1226.257
2014-01-29,1224.839
2014-02-05,1228.635
2014-02-12,1231.756
2014-02-19,1241.349
2014-02-26,1248.398
2014-03-05,1253.801
2014-03-12,1260.133
2014-03-19,1265.151
2014-03-26,1267.259
2014-04-02,1268.723
2014-04-09,1270.619
2014-04-16,1270.527
2014-04-23,1270.13
2014-04-30,1270.639
2014-05-07,1273.16
2014-05-14,1274.719
2014-05-21,1275.447
2014-05-28,1280.467
2014-06-04,1280.486
2014-06-11,1279.611
2014-06-18,1278.864
2014-06-25,1278.54
2014-07-02,1282.381
2014-07-09,1288.724
2014-07-16,1285.464
2014-07-23,1283.726
2014-07-30,1283.83
2014-08-06,1286.962
2014-08-13,1288.11
2014-08-20,1287.281
2014-08-27,1287.66
2014-09-03,1292.925
2014-09-10,1292.485
2014-09-17,1289.364
2014-09-24,1288.316
2014-10-01,1289.118
2014-10-08,1291.632
2014-10-15,1295.828
2014-10-22,1296.4
2014-10-29,1297.206
2014-11-05,1302.216
2014-11-12,1310.877
2014-11-19,1311.759
2014-11-26,1313.117
2014-12-03,1317.966
2014-12-10,1318.382
2014-12-17,1322.765
2014-12-24,1332.857
2014-12-31,1341.521
2015-01-07,1341.142
2015-01-14,1332.825
2015-01-21,1330.813
2015-01-28,1329.008
2015-02-04,1331.078
2015-02-11,1337.888
2015-02-18,1346.585
2015-02-25,1349.475
2015-03-04,1352.366
2015-03-11,1354.972
2015-03-18,1355.673
2015-03-25,1356.045
2015-04-01,1357.822
2015-04-08,1361.256
2015-04-15,1361.876
2015-04-22,1359.777
2015-04-29,1358.9
2015-05-06,1361.956
2015-05-13,1363.712
2015-05-20,1364.194
2015-05-27,1368.417
2015-06-03,1368.309
2015-06-10,1366.834
2015-06-17,1365.073
2015-06-24,1364.416
2015-07-01,1366.614
2015-07-08,1371.116
2015-07-15,1370.374
2015-07-22,1369.892
2015-07-29,1370.88
2015-08-05,1373.315
2015-08-12,1375.158
2015-08-19,1375.789
2015-08-26,1375.949
2015-09-02,1379.27
2015-09-09,1385.937
2015-09-16,1385.325
2015-09-23,1383.774
2015-09-30,1385.055
2015-10-07,1388.846
2015-10-14,1392.686
2015-10-21,1391.611
2015-10-28,1392.573
2015-11-04,1396.978
2015-11-11,1403.383
2015-11-18,1405.092
2015-11-25,1406.511
2015-12-02,1411.379
2015-12-09,1410.79
2015-12-16,1412.636
2015-12-23,1416.68
2015-12-30,1423.734
2016-01-06,1424.303
2016-01-13,1417.119
2016-01-20,1414.82
2016-01-27,1413.083
2016-02-03,1413.716
2016-02-10,1416.765
2016-02-17,1424.305
2016-02-24,1429.119
2016-03-02,1430.75
2016-03-09,1435.004
2016-03-16,1437.712
2016-03-23,1439.644
2016-03-30,1441.273
2016-04-06,1443.933
2016-04-13,1444.502
2016-04-20,1444.297
2016-04-27,1445.821
2016-05-04,1448.814
2016-05-11,1451.461
2016-05-18,1451.514
2016-05-25,1452.201
2016-06-01,1457.699
2016-06-08,1458.335
2016-06-15,1456.747
2016-06-22,1456.143
2016-06-29,1458.605
2016-07-06,1466.002
2016-07-13,1465.026
2016-07-20,1462.348
2016-07-27,1461.333
2016-08-03,1463.029
2016-08-10,1464.831
2016-08-17,1464.407
2016-08-24,1463.978
2016-08-31,1465.458
2016-09-07,1472.496
2016-09-14,1471.45
2016-09-21,1468.692
2016-09-28,1468.362
2016-10-05,1471.724
2016-10-12,1478.298
2016-10-19,1477.157
2016-10-26,1476.064
2016-11-02,1479.366
2016-11-09,1486.424
2016-11-16,1490.871
2016-11-23,1491.246
2016-11-30,1494.792
2016-12-07,1494.573
2016-12-14,1497.476
2016-12-21,1499.308
2016-12-28,1506.062
2017-01-04,1509.346
2017-01-11,1505.424
2017-01-18,1503.204
2017-01-25,1500.341
2017-02-01,1498.401
2017-02-08,1502.304
2017-02-15,1506.748
2017-02-22,1511.166
2017-03-01,1515.49
2017-03-08,1525.03
2017-03-15,1529.114
2017-03-22,1531.822
2017-03-29,1534.138
2017-04-05,1537.195
2017-04-12,1539.803
2017-04-19,1540.105
2017-04-26,1540.787
2017-05-03,1543.435
2017-05-10,1546.6
2017-05-17,1547.448
2017-05-24,1548.396
2017-05-31,1554.937
2017-06-07,1555.595
2017-06-14,1554.611
2017-06-21,1554.733
2017-06-28,1555.9
2017-07-05,1562.93
2017-07-12,1564.969
2017-07-19,1561.918
2017-07-26,1560.553
2017-08-02,1562.785
2017-08-09,1565.345
2017-08-16,1565.711
2017-08-23,1565.414
2017-08-30,1567.186
2017-09-06,1575.1
2017-09-13,1579.472
2017-09-20,1579.663
2017-09-27,1578.946
2017-10-04,1580.355
2017-10-11,1584.77
2017-10-18,1584.349
2017-10-25,1583.583
2017-11-01,1585.415
2017-11-08,1590.168
2017-11-15,1591.266
2017-11-22,1594.566
2017-11-29,1599.238
2017-12-06,1599.572
2017-12-13,1602.464
2017-12-20,1604.022
2017-12-27,1612.12
2018-01-03,1618.012
2018-01-10,1614.585
2018-01-17,1610.647
2018-01-24,1607.693
2018-01-31,1605.766
2018-02-07,1609.04
2018-02-14,1613.641
2018-02-21,1619.318
2018-02-28,1623.124
2018-03-07,1629.472
2018-03-14,1633.275
2018-03-21,1634.153
2018-03-28,1635.251
2018-04-04,1637.719
2018-04-11,1639.944
2018-04-18,1640.416
2018-04-25,1641.724
2018-05-02,1643.581
2018-05-09,1646.695
2018-05-16,1650.654
2018-05-23,1653.989
2018-05-30,1659.475
2018-06-06,1661.173
2018-06-13,1660.899
2018-06-20,1660.851
2018-06-27,1662.164
2018-07-04,1668.566
2018-07-11,1672.144
2018-07-18,1668.632
2018-07-25,1666.885
2018-08-01,1667.748
2018-08-08,1669.37
2018-08-15,1670.942
2018-08-22,1673.672
2018-08-29,1676.308
2018-09-05,1685.586
2018-09-12,1686.893
2018-09-19,1685.089
2018-09-26,1684.491
2018-10-03,1686.642
2018-10-10,1691.826
2018-10-17,1691.137
2018-10-24,1689.73
2018-10-31,1691.324
2018-11-07,1696.62
2018-11-14,1700.939
2018-11-21,1702.783
2018-11-28,1706.067
2018-12-05,1704.449
2018-12-12,1704.984
2018-12-19,1705.712
2018-12-26,1712.424
2019-01-02,1719.039
2019-01-09,1715.446
2019-01-16,1706.753
2019-01-23,1704.763
2019-01-30,1702.628
2019-02-06,1703.372
2019-02-13,1706.086
2019-02-20,1710.847
2019-02-27,1710.832
2019-03-06,1714.772
2019-03-13,1719.885
2019-03-20,1720.603
2019-03-27,1721.789
2019-04-03,1724.746
2019-04-10,1726.694
2019-04-17,1726.996
2019-04-24,1727.199
2019-05-01,1728.432
2019-05-08,1731.386
2019-05-15,1731.597
2019-05-22,1732.141
2019-05-29,1737.577
2019-06-05,1738.643
2019-06-12,1737.227
2019-06-19,1736.958
2019-06-26,1738.215
2019-07-03,1745.276
2019-07-10,1750.951
2019-07-17,1747.344
2019-07-24,1745.231
2019-07-31,1745.687
2019-08-07,1748.048
2019-08-14,1747.676
2019-08-21,1749.182
2019-08-28,1751.555
2019-09-04,1760.653
2019-09-11,1766.237
2019-09-18,1762.096
2019-09-25,1761.662
2019-10-02,1762.796
2019-10-09,1766.295
2019-10-16,1770.761
2019-10-23,1771.533
2019-10-30,1776.039
2019-11-06,1782.249
2019-11-13,1786.866
2019-11-20,1785.488
2019-11-27,1787.801
2019-12-04,1793.186
2019-12-11,1791.932
2019-12-18,1792.816
2019-12-25,1799.105
2020-01-01,1805.88
2020-01-08,1804.965
2020-01-15,1797.216
2020-01-22,1794.685
2020-01-29,1792.176
2020-02-05,1792.586
2020-02-12,1794.356
2020-02-19,1798.097
2020-02-26,1798.896
2020-03-04,1803.47
2020-03-11,1814.015
2020-03-18,1827.086
2020-03-25,1859.732
2020-04-01,1876.839
2020-04-08,1880.963
2020-04-15,1884.887
2020-04-22,1890.85
2020-04-29,1903.359
2020-05-06,1916.001
2020-05-13,1925.637
2020-05-20,1933.167
2020-05-27,1944.109
2020-06-03,1949.684
2020-06-10,1953.842
2020-06-17,1956.796
2020-06-24,1961.158
2020-07-01,1967.076
2020-07-08,1974.69
2020-07-15,1978.51
2020-07-22,1982.873
2020-07-29,1988.19
2020-08-05,1996.626
2020-08-12,2003.019
2020-08-19,2007.458
2020-08-26,2010.991
2020-09-02,2016.895
2020-09-09,2026.998
2020-09-16,2029.078
2020-09-23,2028.366
2020-09-30,2029.894
2020-10-07,2034.87
2020-10-14,2041.041
2020-10-21,2042.036
2020-10-28,2042.858
2020-11-04,2046.746
2020-11-11,2054.172
2020-11-18,2059.539
2020-11-25,2062.076
2020-12-02,2067.119
2020-12-09,2066.294
2020-12-16,2066.397
2020-12-23,2071.351
2020-12-30,2081.471
2021-01-06,2090.412
2021-01-13,2091.674
2021-01-20,2094.987
2021-01-27,2097.065
2021-02-03,2097.391
2021-02-10,2099.338
2021-02-17,2102.025
2021-02-24,2102.111
2021-03-03,2102.269
2021-03-10,2104.182
2021-03-17,2109.456
2021-03-24,2121.901
2021-03-31,2138.6
2021-04-07,2146.904
2021-04-14,2153.123
2021-04-21,2158.169
2021-04-28,2161.081
2021-05-05,2164.899
2021-05-12,2168.172
2021-05-19,2168.571
2021-05-26,2170.094
2021-06-02,2176.844
2021-06-09,2180.008
2021-06-16,2178.509
2021-06-23,2178.345
2021-06-30,2180.51
2021-07-07,2186.766
2021-07-14,2187.446
2021-07-21,2185.203
2021-07-28,2185.055
2021-08-04,2186.986
2021-08-11,2188.461
2021-08-18,2187.796
2021-08-25,2187.14
2021-09-01,2189.328
2021-09-08,2196.053
2021-09-15,2197.306
2021-09-22,2195.557
2021-09-29,2195.865
2021-10-06,2198.301
2021-10-13,2203.469
2021-10-20,2203.989
2021-10-27,2203.832
2021-11-03,2205.726
2021-11-10,2209.878
2021-11-17,2214.54
2021-11-24,2216.177
2021-12-01,2220.71
2021-12-08,2220.495
2021-12-15,2219.804
2021-12-22,2224.914
2021-12-29,2233.566
2022-01-05,2236.873
2022-01-12,2234.528
2022-01-19,2232.418
2022-01-26,2230.779
2022-02-02,2228.805
2022-02-09,2230.31
2022-02-16,2232.057
2022-02-23,2237.368
