symbol,language,region,quoteType,quoteSourceName,triggerable,currency,esgPopulated,sourceInterval,exchangeDataDelayedBy,pageViewGrowthWeekly,prevName,nameChangeDate,tradeable,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,marketState,firstTradeDateMilliseconds,priceHint,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,displayName,ipoExpectedDate,averageAnalystRating,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsForward,forwardPE,epsCurrentYear,priceEpsCurrentYear,dividendDate,ytdReturn,trailingThreeMonthReturns,trailingThreeMonthNavReturns,preMarketChange,preMarketChangePercent,preMarketTime,preMarketPrice
COUR,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.046838306,,,False,17.32 - 62.533,-40.753,-0.65170383,17.32,62.533,0.0,,0.0,-1.411,140590000.0,5.495,23.5886,-1.8085995,-0.076672606,33.96495,-12.18495,-0.3587507,3062050304.0,3.9636035,NYQ,"Coursera, Inc.","Coursera, Inc.",finmb_204604732,America/New_York,EST,-18000000.0,us_market,REGULAR,1617197400000.0,2.0,,,,,0.44000053,2.0618582,1644421380.0,21.78,21.915,21.42 - 21.915,21.42,110163.0,21.34,21.87,21.87,8.0,11.0,NYSE,USD,21.78,1220450.0,1004190.0,4.460001,0.25750583,Coursera,2021-03-31,1.8 - Buy,1644526800.0,1644526800.0,1644526800.0,-0.34,-64.05882,-0.46,-47.347828,,,,,,,,
CP,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.14978744,,,False,64.37 - 83.07,-10.18,-0.122547254,64.37,83.07,0.76,22.094574,0.010653211,3.299,929699968.0,36.387,72.6992,0.1907959,0.0026244565,73.85784,-0.9678421,-0.013104121,67905413120.0,2.003188,NYQ,Canadian Pacific Railway Limite,Canadian Pacific Railway Limited,finmb_884393,America/New_York,EST,-18000000.0,us_market,REGULAR,441642600000.0,2.0,,,,,1.550003,2.1726985,1644421406.0,72.89,73.02,71.8 - 73.02,71.8,412821.0,71.34,72.85,72.87,12.0,8.0,NYSE,CAD,71.8,5320096.0,3773730.0,8.519997,0.13235974,Canadian Pacific Railway,,2.3 - Buy,1643299508.0,1650384300.0,1650917100.0,3.46,21.066473,3.17,22.99369,1650844800.0,,,,,,,
CPA,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.01695798,,,False,64.66 - 94.91,-6.9400024,-0.07312193,64.66,94.91,0.0,,0.0,-5.909,31552700.0,28.473,79.9104,8.059601,0.10085797,78.2936,9.676399,0.123591185,3737915648.0,3.0895936,NYQ,"Copa Holdings, S.A. Copa Holdin","Copa Holdings, S.A.",finmb_24927091,America/New_York,EST,-18000000.0,us_market,REGULAR,1134657000000.0,2.0,,,,,-0.040000916,-0.04545042,1644421396.0,87.97,89.27,87.45 - 89.27,87.45,74801.0,88.01,88.03,88.47,8.0,8.0,NYSE,USD,88.77,478656.0,358130.0,23.309998,0.36050102,Copa,,,1644440400.0,1644440400.0,1644440400.0,5.13,17.148148,-0.68,-129.36765,1584057600.0,,,,,,,
CPB,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.2354908,,,False,39.76 - 52.23,-8.674999,-0.16609228,39.76,52.23,1.48,13.955462,0.033929393,3.121,301737984.0,10.712,43.564,-0.008998871,-0.00020656668,44.00615,-0.451149,-0.010251953,13142198272.0,4.066001,NYQ,Campbell Soup Company,Campbell Soup Company,finmb_258458,America/New_York,EST,-18000000.0,us_market,REGULAR,99153000000.0,2.0,,,,,-0.06499863,-0.14901108,1644421395.0,43.555,43.75,43.435 - 43.75,43.435,306164.0,43.62,43.52,43.57,8.0,12.0,NYSE,USD,43.69,2694850.0,2665790.0,3.795002,0.09544774,,,3.1 - Hold,1638947700.0,1646746200.0,1647264600.0,2.9,15.018965,2.79,15.611112,1643587200.0,,,,,,,
CPE,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.04047021,,,False,20.35 - 65.45,-14.279999,-0.2181818,20.35,65.45,0.0,,0.0,-9.726,61362800.0,20.156,50.675,0.49499893,0.00976811,46.4757,4.694298,0.10100542,3139934464.0,2.538698,NYQ,Callon Petroleum Company,Callon Petroleum Company,finmb_336027,America/New_York,EST,-18000000.0,us_market,REGULAR,638461800000.0,2.0,,,,,1.8099976,3.6669319,1644421346.0,51.17,51.48,49.22 - 51.48,49.22,382203.0,49.36,50.72,50.83,11.0,8.0,NYSE,USD,49.22,1899340.0,2032430.0,30.819998,1.5144962,,,2.9 - Hold,1645653600.0,1645653600.0,1645653600.0,12.61,4.0578904,8.82,5.801587,1597017600.0,,,,,,,
CPG,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.15165475,,,False,2.75 - 6.98,-0.61000013,-0.08739257,2.75,6.98,0.01,2.0742428,0.0016207455,3.071,582244992.0,9.165,5.625,0.7449999,0.13244443,4.5564,1.8136001,0.39803356,3708900608.0,0.69503546,NYQ,Crescent Point Energy Corporati,Crescent Point Energy Corp.,finmb_3109216,America/New_York,EST,-18000000.0,us_market,REGULAR,1066656600000.0,2.0,,,,,0.19999981,3.241488,1644421369.0,6.37,6.41,6.17 - 6.41,6.17,1691444.0,6.17,6.35,6.36,22.0,270.0,NYSE,CAD,6.21,6378408.0,6242040.0,3.62,1.3163636,Crescent Point Energy,,,1646314200.0,1646314200.0,1646314200.0,0.98,6.4999995,3.33,1.912913,1648771200.0,,,,,,,
CPK,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.15150636,,,False,100.04 - 146.3,-14.210007,-0.09712923,100.04,146.3,1.84,27.943726,0.013934116,4.727,17604200.0,42.698,136.2398,-4.149811,-0.030459605,127.50375,4.5862427,0.035969473,2325338624.0,3.0935874,NYQ,Chesapeake Utilities Corporatio,Chesapeake Utilities Corporation,finmb_260346,America/New_York,EST,-18000000.0,us_market,REGULAR,322151400000.0,2.0,,,,,0.0399933,0.030286482,1644420763.0,132.09,133.095,132.09 - 133.095,132.09,2803.0,132.05,131.58,132.75,9.0,14.0,NYSE,USD,132.94,54932.0,56470.0,32.049995,0.3203718,Chesapeake Utilities,,2.1 - Buy,1645650000.0,1645650000.0,1645650000.0,5.07,26.053253,4.74,27.867088,1641340800.0,,,,,,,
CPNG,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.010244039,,,False,16.61 - 69.0,-46.815002,-0.6784783,16.61,69.0,0.0,,0.0,-1.181,1576640000.0,1.467,24.7648,-2.5797997,-0.10417204,31.95745,-9.772451,-0.3057957,37683662848.0,15.122699,NYQ,"Coupang, Inc.","Coupang, Inc.",finmb_704377650,America/New_York,EST,-18000000.0,us_market,REGULAR,1615473000000.0,2.0,,,,,0.6350002,2.946637,1644421407.0,22.185,22.35,21.81 - 22.35,21.81,1550989.0,21.55,22.21,22.22,8.0,9.0,NYSE,USD,21.88,8870654.0,10711300.0,5.574999,0.3356411,Coupang,2021-03-11,2.5 - Buy,1636664400.0,1636664400.0,1636664400.0,-0.5,-44.37,,,,,,,,,,
CPRI,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,1.8587307,,,False,43.46 - 70.63,-1.25,-0.017697863,43.46,70.63,0.0,18.909784,0.0,3.669,147615008.0,18.852,61.6296,7.7503967,0.1257577,56.9531,12.426899,0.2181953,10241528832.0,3.680246,NYQ,Capri Holdings Limited,Capri Holdings Limited,finmb_143971118,America/New_York,EST,-18000000.0,us_market,REGULAR,1323959400000.0,2.0,,,,,1.0599976,1.5515187,1644421348.0,69.38,69.595,68.73 - 69.595,68.73,329746.0,68.32,69.24,69.4,9.0,10.0,NYSE,USD,68.72,1749911.0,3021090.0,25.919998,0.59641045,Capri,,2.1 - Buy,1643784300.0,1643784300.0,1643784300.0,6.64,10.448795,5.94,11.680134,,,,,,,,
CPRT,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.22739543,,,False,101.92 - 161.12,-30.23999,-0.18768615,101.92,161.12,0.0,31.53735,0.0,4.15,237188000.0,15.995,139.7002,-8.82019,-0.06313656,139.44925,-8.569244,-0.06145063,31043166208.0,8.182557,NMS,"Copart, Inc.","Copart, Inc.",finmb_27023,America/New_York,EST,-18000000.0,us_market,REGULAR,763914600000.0,2.0,,,,,2.5299988,1.9711715,1644421388.0,130.88,131.55,129.87 - 131.55,129.87,141265.0,128.35,130.25,130.27,8.0,10.0,NasdaqGS,USD,130.31,973958.0,1179650.0,28.960007,0.2841445,Copart,,1.8 - Buy,1637167500.0,1645009140.0,1645444800.0,4.62,28.329006,4.31,30.36659,,,,,,,,
CPT,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.40974885,,,False,99.7 - 180.37,-13.424988,-0.07443027,99.7,180.37,3.32,56.40034,0.020467294,2.96,102197000.0,40.125,168.0278,-1.0827942,-0.006444137,150.26276,16.682251,0.11102053,17061278720.0,4.160623,NYQ,Camden Property Trust,Camden Property Trust,finmb_329202,America/New_York,EST,-18000000.0,us_market,REGULAR,743347800000.0,2.0,,,,,4.7350006,2.9190557,1644421261.0,166.945,167.61,164.01 - 167.61,164.01,112436.0,162.21,167.54,167.64,11.0,8.0,NYSE,USD,164.54,748925.0,1105200.0,67.24501,0.6744735,,,2.1 - Buy,1643904900.0,1651089600.0,1651521600.0,2.28,73.2215,1.92,86.95052,1650240000.0,,,,,,,
CQP,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.25963056,,,False,38.0 - 51.78,-4.0,-0.07724991,38.0,51.78,2.66,16.818022,0.055706806,2.841,484025984.0,1.769,44.0058,3.7742004,0.08576598,42.6021,5.1778984,0.12154092,23126761472.0,27.00961,ASE,"Cheniere Energy Partners, LP Ch","Cheniere Energy Partners, L.P.",finmb_30834687,America/New_York,EST,-18000000.0,us_market,REGULAR,1174483800000.0,2.0,,,,,0.02999878,0.06282467,1644421405.0,47.78,49.337,47.78 - 49.337,47.78,27591.0,47.75,47.88,48.23,13.0,8.0,NYSE American,USD,48.05,177225.0,263590.0,9.779999,0.2573684,"Cheniere Energy Partners, L.P",,3.2 - Hold,1636012800.0,1645536600.0,1646055000.0,3.92,12.188775,2.7,17.696295,1636675200.0,,,,,,,
CR,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.3915176,,,False,81.58 - 108.67,-3.2200012,-0.029631004,81.58,108.67,1.72,14.339134,0.016744548,7.354,58727100.0,31.423,101.3932,4.056793,0.040010504,97.6649,7.785095,0.07971232,6192772608.0,3.355822,NYQ,Crane Co.,Crane Co.,finmb_173927,America/New_York,EST,-18000000.0,us_market,REGULAR,322151400000.0,2.0,,,,,2.7299957,2.657706,1644421346.0,105.45,106.565,104.1 - 106.565,104.1,84238.0,102.72,105.63,105.87,12.0,10.0,NYSE,USD,104.05,262375.0,330190.0,23.869995,0.29259616,Crane,,2.1 - Buy,1643043660.0,1651489140.0,1651838400.0,8.12,12.986453,7.35,14.346938,1646784000.0,,,,,,,
CRC,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.0046893414,,,False,21.79 - 47.178,-7.0480003,-0.14939167,21.79,47.178,0.0,0.85835904,0.0,46.752,80392896.0,13.024,42.6142,-2.4841995,-0.058295112,36.3665,3.7635002,0.1034881,3226167040.0,3.0812347,NYQ,California Resources Corporatio,California Resources Corporation,finmb_263774786,America/New_York,EST,-18000000.0,us_market,REGULAR,1603891800000.0,2.0,,,,,0.5,1.2616705,1644421401.0,40.13,40.71,39.655 - 40.71,39.655,87586.0,39.63,40.19,40.28,12.0,11.0,NYSE,USD,39.71,747237.0,662530.0,18.34,0.84167045,California Resources,,1.7 - Buy,1645709400.0,1645709400.0,1645709400.0,5.2,7.717308,6.02,6.6661134,1639612800.0,,,,,,,
CRCT,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.0065851216,,,False,17.57 - 47.36,-26.69,-0.5635557,17.57,47.36,0.0,23.515358,0.0,0.879,36274100.0,2.94,22.0924,-1.4223995,-0.06438411,28.31095,-7.6409492,-0.2698938,4597401088.0,7.030612,NMS,"Cricut, Inc.","Cricut, Inc.",finmb_4319784,America/New_York,EST,-18000000.0,us_market,REGULAR,1616765400000.0,2.0,,,,,0.52000046,2.5806475,1644421330.0,20.67,20.77,20.12 - 20.77,20.12,19436.0,20.15,20.37,20.62,11.0,8.0,NasdaqGS,USD,20.12,421225.0,232870.0,3.1000004,0.17643714,Cricut,2021-03-25,3.0 - Hold,1646773200.0,1646773200.0,1646773200.0,0.9,22.966667,0.81,25.518518,,,,,,,,
CRH,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.024935376,,,False,42.96 - 54.54,-2.630001,-0.048221506,42.96,54.54,1.16,27.292324,0.02276295,1.902,768241024.0,24.705,51.1772,0.73279953,0.014318867,50.4056,1.5043983,0.029845856,39879393280.0,2.1011941,NYQ,CRH PLC,CRH plc,finmb_257151,America/New_York,EST,-18000000.0,us_market,REGULAR,616339800000.0,2.0,,,,,0.950001,1.8642092,1644421138.0,51.91,52.23,51.85 - 52.23,51.85,72913.0,50.96,51.88,51.9,9.0,9.0,NYSE,USD,52.08,405762.0,444870.0,8.950001,0.20833336,CRH,,2.0 - Buy,,,,0.18,288.3889,,,1634256000.0,,,,,,,
CRI,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.010640349,,,False,80.5 - 116.92,-21.839996,-0.18679436,80.5,116.92,0.8,12.236809,0.008602151,7.77,42265800.0,24.562,98.2778,-3.1977997,-0.032538373,101.12385,-6.043846,-0.059766773,4018632448.0,3.8710203,NYQ,"Carter's, Inc.","Carter's, Inc.",finmb_3004786,America/New_York,EST,-18000000.0,us_market,REGULAR,1067351400000.0,2.0,,,,,2.0800018,2.236561,1644421385.0,95.08,95.42,93.35 - 95.42,93.35,90495.0,93.0,94.81,95.05,8.0,8.0,NYSE,USD,93.7,471150.0,558580.0,14.580002,0.18111804,Carter's,,2.2 - Buy,1635487380.0,1645709400.0,1646055000.0,7.91,12.020228,7.65,12.428759,1639094400.0,,,,,,,
CRL,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.018266333,,,False,259.02 - 460.21,-113.850006,-0.24738708,259.02,460.21,0.0,44.85947,0.0,7.721,50464400.0,48.089,350.0626,-3.7026062,-0.010576983,379.43774,-33.07776,-0.08717572,17478848512.0,7.2024784,NYQ,Charles River Laboratories Inte,"Charles River Laboratories International, Inc.",finmb_91093,America/New_York,EST,-18000000.0,us_market,REGULAR,961767000000.0,2.0,,,,,9.31,2.7622018,1644421225.0,346.36,346.36,339.625 - 346.36,339.625,30909.0,337.05,344.53,345.68,8.0,9.0,NYSE,USD,342.49,382972.0,365750.0,87.34,0.33719403,Charles River Laboratories,,1.8 - Buy,1645018200.0,1645018200.0,1645018200.0,11.59,29.884382,10.27,33.72541,,,,,,,,
CRM,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.012189487,,,False,201.51 - 311.75,-92.899994,-0.29799518,201.51,311.75,0.0,120.37955,0.0,1.818,985000000.0,57.982,242.6268,-23.776794,-0.0979974,253.8085,-34.958496,-0.13773572,215567253504.0,3.7744474,NYQ,Salesforce.com Inc,"salesforce.com, inc.",finmb_122917,America/New_York,EST,-18000000.0,us_market,REGULAR,1087997400000.0,2.0,,,,,1.4200134,0.65308994,1644421407.0,218.85,221.3,215.57 - 221.3,215.57,1770282.0,217.43,218.55,218.5,9.0,9.0,NYSE,USD,221.14,6919851.0,7914810.0,17.340012,0.08605038,salesforce.com,,1.8 - Buy,1646168400.0,1646168400.0,1646168400.0,4.73,46.2685,4.68,46.762825,,,,,,,,
CRNC,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,4.62177,,,False,40.11 - 139.0,-92.880005,-0.66820145,40.11,139.0,0.0,41.587017,0.0,1.109,39162300.0,26.799,70.9154,-24.795399,-0.3496476,94.866776,-48.746777,-0.51384455,1806165248.0,1.7209597,NMS,Cerence Inc.,Cerence Inc.,finmb_634127183,America/New_York,EST,-18000000.0,us_market,REGULAR,1568640600000.0,2.0,,,,,0.32999802,0.720677,1644421405.0,46.12,46.7,45.81 - 46.7,45.81,340294.0,45.79,46.19,46.26,8.0,12.0,NasdaqGS,USD,46.12,786150.0,1245350.0,6.0099983,0.1498379,Cerence,,2.4 - Buy,1644219000.0,1652079600.0,1652439600.0,2.67,17.273407,2.13,21.65258,,,,,,,,
CRON,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.0364794,,,False,3.12 - 15.83,-11.9519005,-0.75501585,3.12,15.83,0.0,,0.0,-0.406,371806016.0,4.391,3.9628,-0.08470011,-0.021373803,6.1423,-2.2642002,-0.36862415,1447089664.0,0.8831929,NGM,Cronos Group Inc. Common Share,Cronos Group Inc.,finmb_253038643,America/New_York,EST,-18000000.0,us_market,REGULAR,1519741800000.0,4.0,,,,,0.15809989,4.249997,1644421399.0,3.8781,3.92,3.76 - 3.92,3.76,1136018.0,3.72,3.86,3.87,31.0,29.0,NasdaqGM,USD,3.76,2905916.0,1871100.0,0.75810003,0.2429808,Cronos,,3.6 - Underperform,1628247540.0,1645709400.0,1646055000.0,-0.39,-9.943847,-0.49,-7.9144893,,,,,,,,
CROX,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.060614977,,,False,70.34 - 183.88,-76.525,-0.41616815,70.34,183.88,0.0,9.371072,0.0,11.456,58847400.0,5.737,129.4228,-22.067802,-0.17050938,131.9986,-24.643593,-0.18669587,6317562880.0,18.712742,NMS,"Crocs, Inc.","Crocs, Inc.",finmb_13639284,America/New_York,EST,-18000000.0,us_market,REGULAR,1139409000000.0,2.0,,,,,4.0750046,3.9455893,1644421352.0,107.355,108.0,104.93 - 108.0,104.93,311707.0,103.28,106.55,106.93,10.0,8.0,NasdaqGS,USD,105.98,1741066.0,1449800.0,37.015007,0.52622986,Crocs,,2.1 - Buy,1645018200.0,1645018200.0,1645018200.0,9.89,10.854904,8.06,13.319479,,,,,,,,
CRSP,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.17432429,,,False,55.35 - 171.0,-106.605,-0.6234211,55.35,171.0,0.0,12.235416,0.0,5.263,76527000.0,32.864,71.0288,-6.6338043,-0.09339598,104.60305,-40.208054,-0.38438702,4927955968.0,1.9594389,NGM,CRISPR Therapeutics AG,CRISPR Therapeutics AG,finmb_262549448,America/New_York,EST,-18000000.0,us_market,REGULAR,1476883800000.0,2.0,,,,,3.3549957,5.496389,1644421395.0,64.395,65.08,62.05 - 65.08,62.05,377300.0,61.04,64.56,64.86,22.0,8.0,NasdaqGM,USD,62.05,1654832.0,1677950.0,9.044998,0.16341461,,,2.1 - Buy,1635955263.0,1644836340.0,1645185600.0,-7.04,-9.147017,4.88,13.195696,,,,,,,,
CRUS,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.7783385,,,False,71.11 - 95.84,-11.389999,-0.118843906,71.11,95.84,0.0,19.676142,0.0,4.292,57282600.0,27.299,87.8208,-3.3708038,-0.03838275,82.5874,1.8625946,0.022553012,4837515264.0,3.09352,NMS,"Cirrus Logic, Inc.","Cirrus Logic, Inc.",finmb_26515,America/New_York,EST,-18000000.0,us_market,REGULAR,613402200000.0,2.0,,,,,1.0499954,1.2589873,1644421397.0,84.45,84.55,83.17 - 84.55,83.17,83251.0,83.4,84.11,84.18,13.0,10.0,NasdaqGS,USD,84.17,552033.0,1024250.0,13.339996,0.18759663,Cirrus Logic,,2.1 - Buy,1643644800.0,1651089600.0,1651521600.0,5.92,14.265202,6.3,13.404761,,,,,,,,
CRVL,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.02653524,,,False,100.6 - 213.38,-56.375,-0.2642,100.6,213.38,0.0,46.451183,0.0,3.38,17620500.0,12.085,188.7838,-31.778793,-0.16833432,161.71664,-4.7116394,-0.029135155,2766506752.0,12.991726,NMS,CorVel Corp.,CorVel Corporation,finmb_273312,America/New_York,EST,-18000000.0,us_market,REGULAR,678115800000.0,2.0,,,,,0.875,0.5604304,1644420609.0,157.005,160.8,156.25 - 160.8,156.25,3152.0,156.13,155.3,158.37,10.0,9.0,NasdaqGS,USD,156.25,49690.0,55040.0,56.405006,0.56068593,CorVel,,,1643722200.0,1643722200.0,1643722200.0,,,,,,,,,,,,
CRWD,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.031147562,,,False,150.02 - 298.48,-114.41,-0.38330877,150.02,298.48,0.0,,0.0,-0.941,208207008.0,4.135,191.278,-7.2079926,-0.037683334,233.8329,-49.762894,-0.21281391,42214432768.0,44.515114,NMS,"CrowdStrike Holdings, Inc.","CrowdStrike Holdings, Inc.",finmb_420347413,America/New_York,EST,-18000000.0,us_market,REGULAR,1560346200000.0,2.0,,,,,5.1700134,2.8898902,1644421408.0,184.07,185.53,181.04 - 185.53,181.04,708872.0,178.9,183.61,184.07,13.0,9.0,NasdaqGS,USD,182.1,4453788.0,3603630.0,34.050003,0.22696975,CrowdStrike,,1.8 - Buy,1646859600.0,1646859600.0,1646859600.0,0.91,202.27473,0.58,317.3621,,,,,,,,
CS,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.10354176,,,False,8.77 - 14.95,-4.91,-0.3284281,8.77,14.95,0.293,304.24243,0.029506546,0.033,2392110080.0,18.602,9.7006,0.3394003,0.034987558,10.1864,-0.14640045,-0.014372148,24016785408.0,0.5397269,NYQ,Credit Suisse Group,Credit Suisse Group AG,finmb_405739,America/New_York,EST,-18000000.0,us_market,REGULAR,800631000000.0,2.0,,,,,0.10999966,1.1077509,1644421377.0,10.04,10.055,9.975 - 10.055,9.975,1494107.0,9.93,10.03,10.04,369.0,280.0,NYSE,CHF,9.98,5609972.0,6795990.0,1.2699995,0.1448118,,,3.3 - Hold,,,,1.57,6.394904,,,1624233600.0,,,,,,,
CSAN,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.08158412,,,False,13.59 - 21.3,-4.289999,-0.20140842,13.59,21.3,0.632,7.0639534,0.037596673,2.408,467158016.0,30.328,15.707,1.3030005,0.08295667,17.05835,-0.04834938,-0.0028343527,7956121600.0,0.56086785,NYQ,Cosan S.A.,Cosan S.A.,finmb_5522655,America/New_York,EST,-18000000.0,us_market,REGULAR,1615213800000.0,2.0,,,,,0.200001,1.1897739,1644420719.0,17.01,17.03,16.7 - 17.03,16.7,31862.0,16.81,17.01,17.04,8.0,40.0,NYSE,BRL,16.74,129169.0,183670.0,3.42,0.25165564,Cosan,,3.0 - Hold,,,,0.31,54.870968,0.2,85.05,1641254400.0,,,,,,,
CSCO,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.07283703,,,False,44.15 - 64.29,-8.310001,-0.12925807,44.15,64.29,1.47,20.810408,0.026563065,2.69,4217609984.0,10.126,58.8598,-2.879799,-0.048926413,55.97305,0.0069503784,0.00012417366,236101812224.0,5.5283427,NMS,"Cisco Systems, Inc.","Cisco Systems, Inc.",finmb_19691,America/New_York,EST,-18000000.0,us_market,REGULAR,635178600000.0,2.0,,,,,0.6399994,1.1564862,1644421407.0,55.98,56.015,55.4826 - 56.015,55.4826,3233694.0,55.34,55.72,55.73,13.0,14.0,NasdaqGS,USD,55.82,23611985.0,22985520.0,11.829998,0.26795012,Cisco Systems,,2.4 - Buy,1612886714.0,1644231540.0,1644580800.0,3.68,15.211956,3.42,16.36842,1643155200.0,,,,,,,
CSGP,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,-0.03478201,,,False,64.78 - 101.05,-30.450005,-0.30133602,64.78,101.05,0.0,117.47088,0.0,0.601,394936000.0,14.187,74.8972,-4.297203,-0.057374682,83.43719,-12.837189,-0.15385452,28023820288.0,4.9763865,NMS,"CoStar Group, Inc.","CoStar Group, Inc.",finmb_387127,America/New_York,EST,-18000000.0,us_market,REGULAR,899299800000.0,2.0,,,,,1.5499954,2.2447433,1644421395.0,70.6,70.88,70.22 - 70.88,70.22,174223.0,69.05,70.46,70.53,9.0,9.0,NasdaqGS,USD,70.635,1891650.0,1832820.0,5.8199997,0.08984254,CoStar,,1.7 - Buy,1645563600.0,1645563600.0,1645563600.0,1.35,52.296295,1.07,65.9813,,,,,,,,
CSIQ,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.16325301,,,False,23.25 - 63.5,-35.58,-0.560315,23.25,63.5,0.0,23.42282,0.0,1.192,59997600.0,27.284,30.0024,-2.0823994,-0.06940776,36.30875,-8.38875,-0.23103935,1675133056.0,1.0233103,NMS,Canadian Solar Inc.,Canadian Solar Inc.,finmb_29762552,America/New_York,EST,-18000000.0,us_market,REGULAR,1163082600000.0,2.0,,,,,0.5799999,2.1214335,1644421407.0,27.92,29.125,27.43 - 29.125,27.43,595160.0,27.34,27.75,27.8,10.0,8.0,NasdaqGS,USD,28.73,1154567.0,897250.0,4.67,0.20086022,Canadian Solar,,2.6 - Hold,1637214274.0,1647433800.0,1647865800.0,2.78,10.043165,1.33,20.992481,,,,,,,,
CSL,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,False,15.0,0.0,0.024650604,,,False,143.88 - 250.23,-22.269989,-0.08899808,143.88,250.23,2.115,32.57037,0.0095120305,6.999,52284600.0,49.001,234.321,-6.3609924,-0.027146488,211.73465,16.225357,0.076630615,11918797824.0,4.65215,NYQ,Carlisle Companies Incorporated,Carlisle Companies Incorporated,finmb_258791,America/New_York,EST,-18000000.0,us_market,REGULAR,99153000000.0,2.0,,,,,5.6100006,2.5230494,1644421324.0,227.96,228.005,224.69 - 228.005,224.69,19057.0,222.35,227.01,227.96,9.0,8.0,NYSE,USD,225.17,240809.0,330860.0,84.08,0.58437586,,,1.9 - Buy,1644526800.0,1644526800.0,1644526800.0,12.81,17.795473,9.21,24.751358,1638316800.0,,,,,,,
